,student_id,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,mean,mean,min,min,max,max,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,sum,mean,mean,min,min,max,max,sum,dow,stress_level,stress_level,stress_level
,,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,call_recorded,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,latitude,longitude,latitude,longitude,latitude,longitude,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,hours_slept,sleep_rating,hours_slept,sleep_rating,hours_slept,sleep_rating,hours_slept,sleep_rating,sms_instance,,min,max,mean
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,26,48.0,12.0,0.0,12.0,0.0,0.0,-2.8485080098664397e-15,12.000000000000004,0.0,-5.040817722290112e-15,12.000000000000002,0.0,-3.0,0.0,1696.0,424.0,0.0,424.0,0.0,0.0,-9.115225631572607e-14,424.0000000000001,6.210631130509438e-14,-2.520294711050477e-13,424.00000000000006,0.0,-3.0,0.0,43.7042169,-72.2858809,43.7042169,-72.2858809,43.7042169,-72.2858809,1696.0,424.0,0.0,424.0,0.0,0.0,-9.115225631572607e-14,424.0000000000001,6.210631130509438e-14,-2.520294711050477e-13,424.00000000000006,0.0,-3.0,0.0,1692.0,423.0,0.0,423.0,0.0,0.0,-7.596021359643839e-14,423.00000000000006,3.344185993351236e-14,-1.8958103180672933e-13,422.99999999999994,0.0,-3.0,0.0,24.0,8.0,6.0,2.0,6.0,2.0,6.0,2.0,26,6,1.0,4.0,2.25
2013-03-25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,1.0,4.0,2.25
2013-03-26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,1.0,4.0,2.25
2013-03-27,4,1028.0,0.15254488796557353,0.49682635647764783,0.0,0.2468364284908548,3.5989127828628917,5.190169037505044e-05,-0.022311906907971375,-1.0122994675633978e-08,0.0001201104284994722,-0.09889895169867635,0.0,13.191317163554707,84.0,38154.0,0.993878454765688,0.8350388107661991,1.0,0.697289815485828,0.011479922708035937,1.1633773791586909e-05,0.7705798006099678,-2.986501056590766e-09,0.00012627957635199353,0.037095063462247585,2.0,-1.5657474885536387,5066.0,26,427.0,9.930232558139535,12.228762638096903,6.0,149.54263565891475,2.828984431340764,-0.3512533977650256,17.306553911205068,0.012677623000935523,-0.8837135638043174,20.945031712473565,8.5,7.5824004137756,21.0,1430.0,204.28571428571428,152.63214415244065,119.0,23296.571428571424,1.0925265683315895,-52.21428571428572,360.9285714285714,19.166666666666647,-167.2142857142857,456.76190476190476,184.0,-1.1488862630000198,1.0,43.7043070151613,-72.28827917532259,43.7016637,-72.29805185,43.7089738,-72.2839709,1272.0,424.0,0.0,424.0,0.0,0.0,-2.5421149729252075e-14,424.00000000000006,1.1476300487164057e-14,-5.4662275539469767e-14,423.99999999999994,0.0,-3.0,0.0,1437.0,205.28571428571428,151.28418543226772,119.0,22886.904761904763,1.090272696579293,-50.89285714285718,357.9642857142857,18.345238095238084,-160.9642857142857,449.6904761904765,181.5,-1.149311756855389,1.0,30.0,10.0,6.0,2.0,6.0,2.0,6.0,2.0,26,2,1.0,4.0,2.5
2013-03-28,4,1508.0,0.18619582664526485,0.5456689407636915,0.0,0.29775459291416906,3.152531734603853,6.494459778805229e-06,0.15989975900088244,-3.2826041390976167e-09,3.3076988097217674e-05,0.12402663703518504,0.0,9.69352295841776,129.0,40962.0,0.9640159092513709,0.8066267712295127,1.0,0.6506467480641485,0.06535854817721272,8.16346902959286e-06,0.7905830097176708,-7.996097147271055e-10,4.213888580834755e-05,0.5499860957989197,2.0,-1.4602551428953061,4273.0,25,458.0,12.052631578947368,13.701346093706135,6.5,187.72688477951635,2.0058868534209853,-0.20943210416894603,15.927125506072873,-0.0027674435569172463,-0.10703669256300823,15.312753036437243,12.0,3.166858017197341,16.0,1185.0,197.5,138.89528429719996,149.0,19291.9,1.5382932382718295,12.199999999999994,167.0,-10.178571428571422,63.09285714285715,133.07142857142853,109.5,-0.029203116191823142,3.0,43.70437612055556,-72.28882217500002,43.7028286,-72.2973407,43.7089969,-72.2837656,877.0,438.5,20.506096654409877,438.5,420.5,0.0,28.999999999999943,423.9999999999999,14.5,14.50000000000003,423.9999999999999,14.5,-2.0,1.0,1134.0,189.0,139.8556398576761,142.0,19559.6,1.6970007773320788,11.942857142857141,159.14285714285714,-13.553571428571418,79.71071428571432,113.9642857142857,104.75,0.17797024824766927,3.0,19.0,6.0,6.333333333333333,2.0,6.0,2.0,7.0,2.0,25,3,1.0,1.0,1.0
2013-03-29,4,2188.0,0.2744261883858021,0.6450976405606995,0.0,0.41615096585698147,2.450890138643032,6.339201731286057e-05,0.021745607376739952,-5.14370591941386e-10,6.749257967181724e-05,0.01629801028286599,0.0,5.381011818821163,184.0,44934.0,1.0175502162639551,0.7982185907786746,1.0,0.6371529186646933,-0.03146368617876514,1.912336197207649e-05,0.5953255072824779,-5.514672525032288e-10,4.347505290811406e-05,0.41610923783871023,2.0,-1.4298574937930726,8432.0,27,566.0,13.476190476190476,16.483899158725432,7.0,271.718931475029,2.2186064177135956,0.3665829349323394,5.961240310077524,-0.009001775309205826,0.7356557226097781,3.5007550588945917,18.75,4.7825384768064,15.0,1516.0,252.66666666666666,150.46284148143246,255.0,22639.06666666667,-0.001178606756213609,-71.02857142857144,430.2380952380952,-0.5000000000000276,-68.52857142857131,428.5714285714284,275.25,-1.998865426828912,1.0,43.70466152095889,-72.28805135547945,43.7015891,-72.2972918,43.7088917,-72.2826818,1564.0,391.0,0.0,391.0,0.0,0.0,-7.596021359643839e-14,391.0000000000001,-9.554817123860674e-15,-1.0743488743399992e-14,390.99999999999994,0.0,-3.0,0.0,1209.0,134.33333333333334,100.44899203078147,89.0,10090.0,2.405540776169125,-14.550000000000022,192.53333333333345,4.464285714285708,-50.26428571428566,234.19999999999982,73.0,2.707974965277809,3.0,30.0,10.0,6.0,2.0,6.0,2.0,6.0,2.0,27,4,1.0,2.0,1.3333333333333333
2013-03-30,4,1490.0,0.1830241985014126,0.5321706909015714,0.0,0.2832056442546559,3.2191497457178975,4.287232854624252e-05,0.008533821318205471,1.1720312138040551e-08,-5.253101225740751e-05,0.1379484531183568,0.0,10.48512436235094,133.0,30995.0,0.8634185748509666,0.8660670795755979,1.0,0.750072186324605,0.2667898939708396,1.7784198320688588e-05,0.5442188912920882,1.924339044407839e-09,-5.129380035641952e-05,0.9574895313776657,2.0,-1.6151534573339748,2535.0,25,276.0,8.117647058823529,8.710024548141842,5.0,75.8645276292335,1.7147668570416648,-0.19495798319327762,11.334453781512615,-0.012294690603514118,0.21076680672268847,9.170588235294126,9.0,2.43404078806038,12.0,752.0,150.4,114.20507869617708,97.0,13042.8,1.8471804978046835,43.09999999999999,64.20000000000002,45.64285714285718,-139.47142857142873,155.4857142857145,52.0,-0.11357641950618547,1.0,43.70429773238805,-72.28839238432832,43.7017004,-72.2973348,43.7058004,-72.2856647,992.0,496.0,0.0,496.0,0.0,0.0,-5.684341886080802e-14,495.99999999999994,0.0,0.0,495.9999999999999,0.0,-3.0,0.0,1590.0,227.14285714285714,144.62990535781154,159.0,20917.809523809523,1.2983934661636416,-11.428571428571441,261.4285714285714,11.333333333333329,-79.42857142857142,318.09523809523824,158.5,-0.41561481546337076,3.0,14.0,6.0,7.0,3.0,7.0,3.0,7.0,3.0,25,5,1.0,1.0,1.0
2013-03-31,4,1389.0,0.1737987987987988,0.4962118378475889,0.0,0.2462261880200818,3.2979730694670866,4.4639194563786784e-05,-0.004557103080811279,4.233522469870128e-09,1.0809116507054636e-05,0.04049328419807028,0.0,11.770829024210046,192.0,42452.0,0.9940523579824849,0.8264236091194659,1.0,0.6829759817100438,0.011053698657343508,2.4848814573090386e-05,0.4634680448105727,1.0428118120997929e-09,-1.968446386263122e-05,0.7804262318637463,2.0,-1.5357021192480032,4212.0,27,517.0,12.925,16.177520807811668,7.0,261.7121794871795,2.0232617802566546,0.4318011257035647,4.504878048780485,0.016044449773589705,-0.1939324154664338,8.467857142857147,12.75,3.2684327516583735,8.0,1044.0,149.14285714285714,110.23222240861723,104.0,12151.142857142855,2.5105984282174854,-36.8571428571429,259.7142857142858,15.523809523809522,-130.00000000000006,337.3333333333336,34.5,1.936081155132647,1.0,43.70394643239438,-72.28662345774647,43.7015972,-72.2921926,43.70672,-72.283953,1584.0,396.0,0.0,396.0,0.0,0.0,-1.0634429903501374e-13,396.0000000000001,2.866445137158202e-14,-1.6539303429243618e-13,396.00000000000006,0.0,-3.0,0.0,1402.0,175.25,96.7880600664595,168.0,9367.92857142857,1.8989785097436591,-14.404761904761878,225.66666666666654,13.583333333333332,-109.48809523809524,320.75,25.5,1.6078257465055588,1.0,28.0,12.0,7.0,3.0,7.0,3.0,7.0,3.0,27,6,1.0,1.0,1.0
2013-04-01,4,2136.0,0.2632162661737523,0.6338346559969915,0.0,0.4017463711428246,2.603514054118369,2.672322802126205e-05,0.15480013009149232,1.0460047778470185e-08,-5.814959965324504e-05,0.26956233857870504,0.0,6.4068709964622155,170.0,38826.0,0.9517109520541229,0.8175497303539605,1.0,0.6683875616018335,0.08903475027071518,1.246460161721161e-05,0.6974642405670494,8.405930736317133e-11,9.035402173330944e-06,0.7207793675859944,2.0,-1.4985155737047087,5027.0,24,374.0,8.5,10.853142294949356,5.5,117.79069767441858,3.8243478080615727,0.008315715292459567,8.321212121212117,-0.005160663401310514,0.23022424154881166,6.767852437417652,9.25,17.289213998863733,18.0,1282.0,183.14285714285714,127.41065964226146,135.0,16233.476190476193,1.2397192572827553,13.24999999999999,143.39285714285722,1.0595238095238126,6.892857142857098,148.69047619047643,138.5,-0.2959658358516224,3.0,43.70442628246375,-72.28789299260865,43.7020931,-72.2972786,43.7089941,-72.2836369,422.0,422.0,0.0,422.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,1304.0,260.8,175.16192508647535,222.0,30681.7,0.2563938765014652,34.70000000000002,191.39999999999992,-39.071428571428605,190.98571428571444,113.25714285714265,294.0,-1.668052482765429,4.0,12.0,4.0,6.0,2.0,6.0,2.0,6.0,2.0,24,0,1.0,1.0,1.0
2013-04-02,4,1369.0,0.17080474111041796,0.5095994293710047,0.0,0.2596915784152536,3.2808151195304385,1.8300367586483734e-05,0.09747516819137761,6.759697973576626e-09,-3.587185197375935e-05,0.1698221674140823,0.0,10.899487471943583,108.0,29495.0,0.766362667913841,0.8117378818077046,1.0,0.658918388761659,0.45051529928198825,4.206744669090576e-06,0.685412280246531,1.2177863841790715e-09,-4.2660982112425193e-05,0.9860296911109694,1.0,-1.3418589771796243,4945.0,26,395.0,10.394736842105264,15.14174375634888,5.0,229.2724039829303,2.5407971075496594,0.046066309224204134,9.542510121457488,0.004112412007148843,-0.10609293504030336,10.45546558704453,7.75,5.388301607522532,12.0,1410.0,201.42857142857142,166.02997434485252,103.0,27565.95238095238,1.4160933308049939,-30.178571428571455,291.9642857142857,22.369047619047596,-164.39285714285703,403.80952380952397,187.5,-0.070735933281588,2.0,43.704044487567565,-72.28784584824325,43.7016147,-72.2973111,43.7069294,-72.2834092,1118.0,372.6666666666667,42.72391992003231,348.0,1825.3333333333337,1.7320508075688734,-37.000000000000036,409.6666666666668,36.99999999999992,-110.99999999999991,421.99999999999994,37.0,-1.5000000000000013,1.0,1500.0,187.5,100.60957068930229,215.0,10122.285714285714,0.1259147458141558,7.547619047619061,161.08333333333323,7.404761904761902,-44.28571428571429,212.9166666666667,152.5,-1.1972197500297306,4.0,22.0,6.0,7.333333333333333,2.0,6.0,2.0,8.0,2.0,26,1,1.0,3.0,2.0
2013-04-03,4,1481.0,0.18431860609831985,0.5090693701702688,0.0,0.25915162364555416,2.964634294070293,1.5310050414704774e-05,0.12281813358245079,1.0168629662757603e-08,-6.638472029588978e-05,0.2321938157688184,0.0,8.65768855161786,135.0,43319.0,0.965691738374426,0.8016663373583616,1.0,0.6426689164535704,0.06187687309075407,1.2310338688665967e-05,0.6895893070956812,-1.62362382448584e-10,1.959342807816203e-05,0.6351409308198083,2.0,-1.4415047190558914,4899.0,26,534.0,10.26923076923077,11.468824554050151,5.0,131.53393665158364,2.063450888962021,0.02757619738751812,9.566037735849052,-0.00012806283616493853,0.03410740203193003,9.511611030478948,12.25,3.8761908454520997,18.0,1419.0,202.71428571428572,176.97430537200808,79.0,31319.904761904763,1.1586040901581491,-26.500000000000014,282.21428571428567,26.023809523809504,-182.64285714285703,412.33333333333326,220.0,-0.5822202559846894,2.0,43.70458660535211,-72.28788394845068,43.7026504,-72.2972828,43.7088216,-72.2837514,1400.0,466.6666666666667,102.76834791575338,526.0,10561.333333333332,-1.732050807568879,89.0,377.66666666666674,-88.99999999999991,266.9999999999999,348.00000000000006,89.0,-1.4999999999999996,1.0,1705.0,189.44444444444446,164.62845373075027,104.0,27102.527777777777,1.391183914840381,-7.416666666666676,219.11111111111117,11.462121212121218,-99.11363636363639,326.09090909090907,179.0,-0.1633162182803818,4.0,24.0,6.0,8.0,2.0,8.0,2.0,8.0,2.0,26,2,2.0,2.0,2.0
2013-04-04,4,1507.0,0.18413978494623656,0.5172688578058579,0.0,0.26756707125577683,3.0260767439910086,2.1524917679869986e-05,0.09607058425904852,1.1312678538868845e-10,2.0599201195034334e-05,0.0973329529722028,0.0,9.032803444872492,117.0,37453.0,0.9190469179426777,0.8622013826947277,1.0,0.7433912243207003,0.15620461653694218,1.4491048529095465e-05,0.6237845586380932,-1.875855979069287e-09,9.093405553214799e-05,0.10460913607569552,2.0,-1.6372299536268364,5457.0,25,388.0,7.185185185185185,9.578029249521117,3.0,91.73864430468207,2.79461460458774,0.0839336763865065,4.96094276094276,-0.0068464030728181665,0.44679303924586966,1.8161616161616185,7.0,8.153372126483537,21.0,992.0,198.4,155.36344486397047,115.0,24137.799999999996,1.907572335824521,-52.39999999999999,303.1999999999998,64.57142857142858,-310.6857142857143,432.34285714285716,95.0,-0.10065300738558225,2.0,43.704145797500004,-72.28785016513888,43.7014672,-72.2972673,43.7087545,-72.2836527,934.0,467.0,0.0,467.0,0.0,0.0,-5.684341886080802e-14,466.9999999999999,0.0,4.0194366942304625e-14,466.9999999999999,0.0,-3.0,0.0,1304.0,326.0,77.46397011944758,317.5,6000.666666666667,0.164135497425135,-10.200000000000124,341.30000000000024,66.00000000000011,-208.2000000000003,407.3,123.5,-1.874662508644221,2.0,21.0,6.0,7.0,2.0,7.0,2.0,7.0,2.0,25,3,1.0,1.0,1.0
2013-04-05,4,1859.0,0.22973306969846763,0.5423512514226663,0.0,0.2941448799197322,2.7019094362508356,3.677178737842639e-05,0.08097280385904373,2.278718758896801e-08,-0.00014759934740391374,0.3295665505905659,0.0,7.924726530704914,180.0,39975.0,0.9810056688507693,0.8500414068366681,1.0,0.7225703933368618,0.03612314515893339,2.1026021191866582e-05,0.5526215130876788,9.479523493789165e-10,-1.760114114062548e-05,0.8149450103480212,2.0,-1.615094312756054,3527.0,25,367.0,7.489795918367347,10.573399108493115,4.0,111.796768707483,3.5771488007828367,-0.02581632653061209,8.109387755102036,-0.0038498378074634065,0.15897588822763128,6.6618487394958015,7.0,14.254161807006465,20.0,1113.0,185.5,133.5795643053233,131.5,17843.5,1.3847224140393954,-7.914285714285715,205.28571428571425,14.839285714285658,-82.11071428571407,254.74999999999974,142.0,-0.46313787455755895,3.0,43.70445175616439,-72.28799709575343,43.7016137,-72.2973214,43.7086666,-72.283608,842.0,421.0,0.0,421.0,0.0,0.0,0.0,420.9999999999999,0.0,0.0,421.0,0.0,-3.0,0.0,1602.0,200.25,106.16261112086495,177.0,11270.5,1.3515380564637578,6.66666666666667,176.9166666666666,-3.476190476190465,30.99999999999993,152.58333333333326,85.75,0.34520761217095997,5.0,20.0,6.0,6.666666666666667,2.0,6.0,2.0,7.0,2.0,25,4,2.0,2.0,2.0
2013-04-06,4,7466.0,0.9193449082625292,1.3270662351506248,0.0,1.7611047924768533,0.8529882793443306,0.0001400396264879665,0.35078402472138576,-8.101746716021967e-08,0.0007979014598289507,-0.5394126794278568,3.0,-1.182613919144683,204.0,70933.0,1.364542254198488,0.7794581484920401,2.0,0.6075550052506392,-0.7355882343080736,1.190629305111385e-05,1.0550857915069876,-1.3147047459987686e-09,8.024727515762185e-05,0.4630136930272545,1.0,-0.9781773898083195,9926.0,25,605.0,9.603174603174603,21.887203274486666,4.0,479.0496671786998,6.035157696970597,-0.28163402457757275,18.33382936507936,0.007976924142312812,-0.7762033214009674,23.36195054945055,3.0,37.935712344544534,13.0,1269.0,253.8,169.42904119424153,216.0,28706.199999999997,1.53134774283598,-64.19999999999997,382.19999999999976,-22.142857142857128,24.371428571428496,337.9142857142856,117.0,-0.3556780864164195,1.0,43.54309783425,-72.37042519949999,41.56429417,-73.40590294,43.705864,-72.2858086,753.0,376.5,62.932503525602726,376.5,3960.5,0.0,-89.00000000000009,420.9999999999999,-44.5,-44.499999999999936,420.9999999999998,44.5,-2.0,1.0,1552.0,221.71428571428572,104.71344117115416,225.0,10964.904761904763,-0.30489409729980754,-21.17857142857144,285.25,1.535714285714264,-30.39285714285705,292.9285714285716,146.5,-1.2867234001734622,5.0,7.0,2.0,7.0,2.0,7.0,2.0,7.0,2.0,25,5,1.0,1.0,1.0
