,student_id,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,mean,mean,min,min,max,max,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,mean,std,median,var,skew,linear_m,linear_c,poly_a,poly_b,poly_c,iqr,kurtosis,mcr,sum,sum,mean,mean,min,min,max,max,sum,dow,stress_level,stress_level,stress_level
,,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,audio_activity_inference,call_recorded,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,conv_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,dark_duration_min,latitude,longitude,latitude,longitude,latitude,longitude,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonecharge_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,phonelock_duration_min,hours_slept,sleep_rating,hours_slept,sleep_rating,hours_slept,sleep_rating,hours_slept,sleep_rating,sms_instance,,min,max,mean
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,4.0,64.0,16.0,0.0,16.0,0.0,0.0,-1.89900533991096e-15,16.000000000000007,0.0,-2.639828119594371e-15,16.0,0.0,-3.0,0.0,244.0,61.0,0.0,61.0,0.0,0.0,-1.3293037379376718e-14,61.00000000000003,8.36046498337809e-15,-4.477433800868728e-14,61.000000000000014,0.0,-3.0,0.0,43.70655184,-72.28695991,43.70655184,-72.28695991,43.70655184,-72.28695991,292.0,73.0,0.0,73.0,0.0,0.0,-7.59602135964384e-15,73.00000000000003,-1.1943521404825842e-14,1.2035296076485598e-14,72.99999999999997,0.0,-3.0,0.0,244.0,61.0,0.0,61.0,0.0,0.0,-1.3293037379376718e-14,61.00000000000003,8.36046498337809e-15,-4.477433800868728e-14,61.000000000000014,0.0,-3.0,0.0,28.0,8.0,7.0,2.0,7.0,2.0,7.0,2.0,4.0,6,2.0,3.0,2.5
2013-03-25,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,3.0,2.5
2013-03-26,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,2.5
2013-03-27,32,243.0,0.053219448094612355,0.3263081933472802,0.0,0.10647703704556596,6.753613310755317,5.0101672324878076e-05,-0.06113761898692181,2.1171595290344255e-08,-4.6546660175543414e-05,0.012379545935065416,0.0,47.76507700375745,40.0,8882.0,0.5260601753139067,0.7930252402917138,0.0,0.6288890317397304,1.0561401075302925,0.00010315721928696252,-0.34474149129698733,1.1077629698103615e-09,8.445485706765422e-05,-0.2921192781325937,1.0,-0.587919792143127,480.0,17.0,90.0,15.0,13.549907748763458,12.5,183.6,0.6721701214597618,0.9714285714285725,12.571428571428564,-1.9821428571428497,10.882142857142828,5.964285714285731,18.25,-1.113759665086078,3.0,134.0,67.0,8.48528137423857,67.0,72.0,0.0,11.999999999999986,60.999999999999986,6.0,5.999999999999996,60.999999999999986,6.0,-2.0,1.0,43.70651469617647,-72.28694712588235,43.70637643,-72.28710484,43.70664064,-72.28678788,73.0,73.0,0.0,73.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,61.0,61.0,0.0,61.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2,2.0,3.0,2.5
2013-03-28,32,2535.0,0.31910876132930516,0.7526911966544546,0.0,0.5665440375211148,2.6178510449891017,-4.4977594050147886e-05,0.4977372760994671,4.633328633777292e-08,-0.0004130028874310787,0.9848800894380271,0.0,6.120563125946038,227.0,58849.0,1.0480863416979822,0.7690049730174642,1.0,0.5913686485255908,-0.0820985627256169,-8.86324979871526e-06,1.2969132165471149,8.923807512751073e-10,-5.896864422130991e-05,1.7657911466546834,2.0,-1.3053069914675948,11267.0,24.0,713.0,20.970588235294116,31.773331006991654,9.5,1009.5445632798574,3.791449804855285,-0.9257448433919027,36.245378151260525,0.11373981410746146,-4.679158708938131,56.26358543417374,23.5,14.895374975616306,12.0,1339.0,267.8,192.5505128531212,299.0,37075.7,0.296511289182892,19.70000000000003,228.39999999999978,-54.64285714285713,238.27142857142854,119.11428571428544,263.0,-1.3264307419551593,3.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,510.0,0.0,510.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,1402.0,200.28571428571428,161.58456432645858,128.0,26109.57142857143,1.192581218242062,18.7142857142857,144.14285714285717,-11.404761904761903,87.14285714285712,87.11904761904782,194.0,-0.5143067323546098,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3,2.0,3.0,2.5
2013-03-29,32,780.0,0.0959527617173084,0.4485262456577773,0.0,0.20117579304386082,5.403657008326988,-2.2067447057508665e-05,0.18563486655902367,1.2298332155725676e-08,-0.0001220282908192469,0.3210318294342981,0.0,30.134166186693967,67.0,34229.0,0.7131338805783575,0.7253837913278697,1.0,0.5261816447211944,0.49667885141637774,-3.5799850786993467e-06,0.7990481524895229,5.689814083976057e-10,-3.08893857375592e-05,1.0175051514932953,1.0,-0.979421162872145,7361.0,24.0,537.0,10.326923076923077,15.1731459814489,4.0,230.22435897435892,2.711632873737282,-0.0008110646290446628,10.347605224963713,0.008293254408681703,-0.4237670394718118,13.872238348653438,8.5,6.763965184459087,14.0,1005.0,335.0,202.07176942858692,359.0,40833.0,-0.5269243033803384,-201.0,536.0000000000001,-36.00000000000001,-129.00000000000006,524.0,201.0,-1.5,1.0,43.7036639125,-72.29038416249999,43.7036392,-72.2904404,43.7037018,-72.2903286,509.0,509.0,0.0,509.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,945.0,315.0,219.64289198605996,361.0,48243.0,-0.9011022942573248,-216.0,531.0000000000001,-68.99999999999989,-78.00000000000014,507.9999999999998,216.0,-1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4,2.0,3.0,2.5
2013-03-30,32,3193.0,0.3941975308641975,0.972160149085473,0.0,0.945095355469889,2.211320199187678,6.206963802710755e-05,0.14284653167342545,-4.5281309601158814e-08,0.0004288029644868928,-0.3521212146051317,0.0,3.0605891901665956,92.0,49788.0,1.0003817637485182,0.797150133415986,1.0,0.6354483352051242,-0.0006830865863983062,6.138633211768549e-06,0.8476280149068696,7.27457806406242e-10,-3.0065486897457304e-05,1.147923089152845,2.0,-1.4262760255800895,9877.0,27.0,786.0,15.72,22.81785909934478,6.0,520.6546938775514,2.004140023918916,-0.7448739495798322,33.96941176470587,0.06377320158832775,-3.869760827407892,58.9685067873304,8.0,2.3567653310913377,9.0,1445.0,289.0,80.49844718999243,325.0,6480.0,-2.23606797749979,-35.999999999999986,360.9999999999998,-25.714285714285698,66.85714285714278,309.57142857142827,0.0,0.25,1.0,43.618991708125,-72.21396761770833,42.3535333,-72.2913589,43.7063365,-71.0793621,1945.0,486.25,45.5,509.0,2070.25,-1.9999999999999998,-27.300000000000097,527.2000000000003,-22.749999999999964,40.94999999999976,504.44999999999993,22.75,-0.6666666666666665,1.0,2324.0,258.22222222222223,118.26746993338638,313.0,13987.19444444445,-0.5821014159183663,-30.466666666666697,380.08888888888913,-8.725108225108237,39.33419913419927,298.6545454545449,167.0,-1.2186571235855785,1.0,21.0,6.0,7.0,2.0,7.0,2.0,7.0,2.0,27.0,5,1.0,3.0,2.3333333333333335
2013-03-31,32,3688.0,0.45643564356435645,1.0441821176905155,0.0,1.0903162949046497,1.9641948703051508,0.00021004898101606754,-0.3920572152500486,2.7614376659216635e-08,-1.3047568013743629e-05,-0.09169489473957929,0.0,1.9703085869305133,194.0,58943.0,1.0471123270149758,0.7412072144922459,1.0,0.5493881348153542,-0.07524697904909576,1.2961674629274834e-05,0.682305994574036,1.0650293138010646e-10,6.966624621888681e-06,0.7385485562183274,2.0,-1.1775331463024732,11621.0,27.0,962.0,26.72222222222222,36.00048500555126,11.5,1296.034920634921,2.029394445968766,0.19279279279279257,23.348348348348356,0.10857628969084068,-3.607377346386634,44.88264580369843,25.75,2.872343212622961,10.0,1317.0,188.14285714285714,124.28117123607068,115.0,15445.809523809521,1.226251600994627,45.35714285714285,52.071428571428676,15.023809523809513,-44.785714285714214,127.19047619047618,131.0,-1.1011346655483463,1.0,42.486094521698114,-71.20565615433961,42.35025658,-72.2903768,43.7036853,-71.07655539,1254.0,418.0,0.0,418.0,0.0,0.0,-2.5421149729252075e-14,417.99999999999994,5.738150243582028e-14,-1.8713671031031107e-13,418.0,0.0,-3.0,0.0,1314.0,219.0,139.19051691835907,146.0,19374.0,0.850133603850281,65.99999999999999,54.000000000000014,15.64285714285713,-12.214285714285637,106.14285714285701,226.25,-1.5184578668790243,1.0,28.0,8.0,7.0,2.0,7.0,2.0,7.0,2.0,27.0,6,4.0,4.0,4.0
2013-04-01,32,676.0,0.08305688659540485,0.4203378354119202,0.0,0.17668389587877853,5.820684797984702,3.0159228151618244e-06,0.07078509666051136,-4.396228362141121e-09,3.8792429226266255e-05,0.022266191215985207,0.0,35.0830166654631,80.0,25192.0,0.5894520099209135,0.7194418519121681,0.0,0.5175965782828101,0.7952892139896045,-5.169374806769741e-07,0.6004981884767582,7.903412470738217e-10,-3.4293751356870816e-05,0.8410791747789299,1.0,-0.6834296492013863,7030.0,25.0,418.0,9.952380952380953,13.670249664878696,3.5,186.87572590011612,1.6008072250169827,0.081192772060611,8.287929125138431,-0.002092065620142773,0.16696746248646474,7.716097855632737,4.0,0.8220561383856575,14.0,613.0,102.16666666666667,43.03680595335423,99.0,1852.1666666666665,1.4034486219689108,17.39999999999999,58.66666666666665,6.14285714285713,-13.314285714285651,79.14285714285708,30.75,0.022707881727955126,3.0,43.70424561527779,-72.28980682638888,43.703138,-72.2907803,43.7089001,-72.2836667,817.0,204.25,259.8350438258858,75.0,67514.25,1.9999209371606756,-51.300000000000026,281.20000000000005,-130.25000000000014,339.4500000000002,150.94999999999982,130.25,-0.6667016853682295,2.0,1097.0,182.83333333333334,201.81517947534738,120.5,40729.366666666676,2.3481158785970555,-67.85714285714285,352.4761904761905,42.12499999999997,-278.48214285714283,492.8928571428569,46.5,1.0712022982234535,1.0,18.0,4.0,9.0,2.0,9.0,2.0,9.0,2.0,25.0,0,1.0,1.0,1.0
2013-04-02,32,644.0,0.07887323943661972,0.4142852196723338,0.0,0.17163224323895385,6.093565320484698,2.757823852124746e-05,-0.033701130207112365,-4.1029499271766205e-09,6.107472172671739e-05,-0.07927309560815429,0.0,38.40211424876835,92.0,26766.0,0.61994209612044,0.7140437495613184,0.0,0.5098584762875868,0.7036473799557742,5.901958935810972e-06,0.49253650857308856,3.269181876417629e-10,-8.21240689743458e-06,0.5940964279262081,1.0,-0.7650052458509355,7421.0,24.0,438.0,12.514285714285714,19.549893077143185,4.0,382.1983193277311,3.20941696547123,0.09271708683473388,10.938095238095244,-0.02493823082058372,0.9406169347345809,6.274646074646075,14.0,10.302682231949314,13.0,377.0,125.66666666666667,55.58177159225255,145.0,3089.333333333333,-1.3758807331678293,52.99999999999999,72.66666666666669,-29.00000000000001,111.00000000000004,62.999999999999964,53.0,-1.5,1.0,43.70439034,-72.28964001414286,43.7031247,-72.290799,43.7069406,-72.2869583,184.0,184.0,0.0,184.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,380.0,126.66666666666667,45.39089482851526,137.0,2060.333333333333,-0.9713427116763134,44.49999999999999,82.16666666666673,-15.499999999999966,75.49999999999994,76.99999999999999,44.5,-1.5000000000000002,1.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,24.0,1,1.0,1.0,1.0
2013-04-03,32,968.0,0.12026338675611878,0.518013611397376,0.0,0.2683381015929517,4.834373087347776,5.7787191100680975e-05,-0.1122722702330215,1.421681727338538e-08,-5.662975431552457e-05,0.041179923061012924,0.0,23.20162431271686,128.0,27179.0,0.6556107680432266,0.7557627267390488,0.0,0.571177299128042,0.6638917009928484,2.6046760820520406e-05,0.1157265331358899,5.940459094651562e-10,1.4205876436423175e-06,0.2858687636149406,1.0,-0.9645943181841075,6498.0,28.0,447.0,13.96875,13.424782992178933,8.0,180.22479838709677,1.3603253793025902,-0.09145894428152444,15.386363636363631,-0.03637118337070905,1.0360477402104553,9.748830213903739,15.5,1.1605190306086337,17.0,2574.0,286.0,219.5831277671397,169.0,48216.75,0.5898565216559941,2.3499999999999805,276.6000000000001,-19.12662337662338,155.36298701298708,98.08484848484777,470.0,-1.5463616333711798,2.0,43.70436662773334,-72.28959133560002,43.702798,-72.29094557,43.7089845,-72.2836244,2006.0,401.2,198.2755658168701,546.0,39313.2,-0.6085806194501843,108.6,183.99999999999986,-25.857142857142904,212.02857142857158,132.28571428571385,362.0,-1.8333333333333337,1.0,2114.0,211.4,171.18878467937085,150.0,29305.600000000002,1.2736616120033795,-4.1333333333333195,229.99999999999991,-4.102272727272727,32.78712121212119,180.7727272727272,161.75,-0.44506005872236765,3.0,47.0,9.0,9.4,1.8,7.0,1.0,11.0,3.0,28.0,2,1.0,1.0,1.0
2013-04-04,32,1168.0,0.14405525407005426,0.5832393877749525,0.0,0.3401681834521014,4.343183121161518,1.3607178471303712e-05,0.08889855613662473,9.869070182640453e-09,-6.640137349936245e-05,0.19699010984899482,0.0,17.950142697086438,104.0,40480.0,0.780171915352889,0.7211695990306083,1.0,0.5200855905659683,0.35669177717443257,-1.3982353400537579e-06,0.8164456356622337,5.846996114161974e-10,-3.173537467838316e-05,1.0787809919005469,1.0,-1.0297807220537947,8139.0,26.0,665.0,17.972972972972972,31.35503369697022,7.0,983.138138138138,3.249241599871178,-0.6597913703176858,29.84921763869131,0.031224110171478598,-1.783859336490916,36.406280774701834,21.0,10.17007950349794,11.0,1607.0,267.8333333333333,187.85464238784908,204.0,35289.36666666667,0.538979435575241,-69.57142857142856,441.7619047619047,-21.892857142857128,39.89285714285717,368.7857142857141,323.75,-1.6199885814877966,1.0,43.704814109459456,-72.28968409594596,43.7028434,-72.2909965,43.7088597,-72.2836529,1520.0,506.6666666666667,34.06366588218792,487.0,1160.3333333333335,1.7320508075688725,-29.500000000000057,536.1666666666667,29.499999999999854,-88.49999999999967,545.9999999999995,29.5,-1.5000000000000024,1.0,1639.0,273.1666666666667,179.56326647359327,236.5,32242.966666666667,0.33097010479384376,-59.799999999999976,422.66666666666646,-13.785714285714294,9.128571428571497,376.71428571428567,290.0,-1.523386259099404,1.0,21.0,8.0,7.0,2.6666666666666665,7.0,2.0,7.0,3.0,26.0,3,1.0,4.0,2.5
2013-04-05,32,915.0,0.11269860820298067,0.4868156751164471,0.0,0.23698950153908216,4.967105617201539,1.5568084502939264e-05,0.04950775320555011,-3.5063199686955144e-10,1.841451505352628e-05,0.04565700707569772,0.0,25.135417155439907,96.0,32075.0,0.7059069501298473,0.7496290221821968,1.0,0.5619436708978366,0.5392021963576922,9.558920682675081e-06,0.48874261060049334,1.0349466709776976e-09,-3.746595120653859e-05,0.8448462904602133,1.0,-1.0475713181237005,7068.0,26.0,499.0,13.131578947368421,16.48942503485447,4.5,271.90113798008537,1.9362759413142685,-0.07276507276507296,14.47773279352227,-0.010208082576503614,0.30493398256556103,12.21153846153846,18.75,3.645965570068742,16.0,1484.0,212.0,157.577494162925,100.0,24830.66666666666,0.561434547098995,34.82142857142855,107.53571428571442,-13.511904761904736,115.89285714285697,39.97619047619093,264.0,-1.6552589782019624,3.0,43.704802583472215,-72.28907012388889,43.7030962,-72.291174,43.71906694,-72.2726016,1303.0,434.3333333333333,45.61067126598043,408.0,2080.333333333333,1.7320508075688814,-39.50000000000006,473.83333333333366,39.49999999999997,-118.49999999999993,486.99999999999983,39.5,-1.499999999999998,1.0,1430.0,238.33333333333334,153.4779028611828,222.0,23555.466666666667,0.12710815120902028,-11.199999999999994,266.3333333333333,-5.017857142857159,13.889285714285842,249.6071428571426,273.75,-1.8056976635878395,3.0,20.0,6.0,6.666666666666667,2.0,6.0,2.0,7.0,2.0,26.0,4,1.0,1.0,1.0
2013-04-06,32,817.0,0.10017165277096617,0.4691800849760031,0.0,0.22012995213808947,5.350451125050433,3.760151058953658e-05,-0.053148506657869146,5.920392500451431e-10,3.2773430505418416e-05,-0.04658714582355262,0.0,29.038050442752635,118.0,33270.0,0.7535673839184598,0.7415108535875892,1.0,0.5498383459881951,0.4292990557556816,2.8026075184370627e-05,0.13490578726107094,-8.594249592460737e-10,6.596882771012546e-05,-0.1442769858234322,1.0,-1.0845884701062039,4585.0,25.0,525.0,15.0,26.093722481493064,4.0,680.8823529411765,2.724375670829889,0.7974789915966387,1.4428571428571437,-0.0075327428268604345,1.0535922477098938,0.03423423423423933,9.0,6.292333742285498,9.0,1366.0,273.2,199.801651644825,269.0,39920.7,0.024374911455737627,99.29999999999998,74.60000000000001,16.214285714285722,34.442857142857065,107.02857142857137,394.0,-1.748274306725859,1.0,43.704069628181806,-72.29068375969698,43.7020035,-72.2953679,43.7062619,-72.2827218,408.0,408.0,0.0,408.0,0.0,0.0,inf,0.0,inf,,0.0,0.0,-3.0,0.0,1136.0,284.0,148.6696561732308,358.0,22102.666666666668,-1.9997590661324787,30.399999999999928,238.40000000000015,74.00000000000009,-191.60000000000022,312.4000000000002,76.0,-0.6667743874241041,2.0,14.0,6.0,7.0,3.0,7.0,3.0,7.0,3.0,25.0,5,4.0,4.0,4.0
