Model,Model_Config,Best_CrossVal_Score,Splitter,MSE,RMSE,MAE,Experiment_type,Most_freq_accuracy,Most_Freq_Label
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-12755490277.933493,predefined,46054.313715190074,214.60268804278775,97.23300569103864,Global Generalized with Val and Test,0.4666666666666667,2
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-3.416753000567101e+21,predefined,46054.313715190074,214.60268804278775,97.23300569103864,Global Generalized with Val and Test,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.3952380952380953,predefined,0.7347222222222222,0.8571593913749194,0.7388888888888889,Global Generalized with Val and Test,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.2902380952380953,predefined,0.7347222222222222,0.8571593913749194,0.7388888888888889,Global Generalized with Val and Test,0.4666666666666667,2
SVR,"{'C': 0.5, 'degree': 2, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf', 'max_iter': 20, 'tol': 0.1}",-0.38040979574696543,predefined,0.5902300330804646,0.7682642989755964,0.6306383949525822,Global Generalized with Val and Test,0.4666666666666667,2
SVR,"{'C': 0.5, 'degree': 2, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf', 'max_iter': 20, 'tol': 0.1}",-0.24553414589266787,predefined,0.5902300330804646,0.7682642989755964,0.6306383949525822,Global Generalized with Val and Test,0.4666666666666667,2
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-3914.814350939694,loso,2467982422518.6543,1570981.3565153007,389633.77224633633,Global Generalized with Loso,0.4666666666666667,2
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-167012268.10711762,loso,2467982422518.6543,1570981.3565153007,389633.77224633633,Global Generalized with Loso,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.5645348837209302,loso,0.8171666666666667,0.9039727134524951,0.7100000000000001,Global Generalized with Loso,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.5620058139534884,loso,0.8171666666666667,0.9039727134524951,0.7100000000000001,Global Generalized with Loso,0.4666666666666667,2
SVR,"{'C': 0.5, 'degree': 2, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf', 'max_iter': 20, 'tol': 0.1}",-0.45782342510855417,loso,0.6083763182651593,0.7799848192530155,0.6099726509874169,Global Generalized with Loso,0.4666666666666667,2
SVR,"{'C': 1, 'degree': 2, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf', 'max_iter': 20, 'tol': 0.1}",-0.5623880591700087,loso,0.7250729718578924,0.8515121677685483,0.6750609701053247,Global Generalized with Loso,0.4666666666666667,2
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-31380.60125437759,kfold,2467982422518.6543,1570981.3565153007,389633.77224633633,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
LinearRegression,"{'fit_intercept': True, 'n_jobs': -1}",-28063016183.172375,kfold,2467982422518.6543,1570981.3565153007,389633.77224633633,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.5244186046511629,kfold,0.8171666666666667,0.9039727134524951,0.7100000000000001,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
RandomForestRegressor,"{'criterion': 'mse', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 2, 'n_estimators': 20, 'n_jobs': -1, 'random_state': 100}",-0.5276744186046511,kfold,0.8171666666666667,0.9039727134524951,0.7100000000000001,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
SVR,"{'C': 0.5, 'degree': 2, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf', 'max_iter': 20, 'tol': 0.1}",-0.4103348282070967,kfold,0.6083763182651593,0.7799848192530155,0.6099726509874169,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
SVR,"{'C': 1, 'degree': 2, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'poly', 'max_iter': 20, 'tol': 0.1}",-0.467114331652805,kfold,0.7357499177632577,0.8577586593927559,0.6854958220200796,Global Generalized with kfold CV with Randomization,0.4666666666666667,2
